,Date,HomeTeam,AwayTeam,avg_10fthg_h,avg_3fthg_h,expandfthg_h,avg_10ftag_h,avg_3ftag_h,expandftag_h,avg_10hthg_h,avg_3hthg_h,expandhthg_h,avg_10htag_h,avg_3htag_h,expandhtag_h,avg_10hs_h,avg_3hs_h,expandhs_h,avg_10as_h,avg_3as_h,expandas_h,avg_10hst_h,avg_3hst_h,expandhst_h,avg_10ast_h,avg_3ast_h,expandast_h,avg_10hf_h,avg_3hf_h,expandhf_h,avg_10af_h,avg_3af_h,expandaf_h,avg_10hc_h,avg_3hc_h,expandhc_h,avg_10ac_h,avg_3ac_h,expandac_h,avg_10fthg_a,avg_3fthg_a,expandfthg_a,avg_10ftag_a,avg_3ftag_a,expandftag_a,avg_10hthg_a,avg_3hthg_a,expandhthg_a,avg_10htag_a,avg_3htag_a,expandhtag_a,avg_10hs_a,avg_3hs_a,expandhs_a,avg_10as_a,avg_3as_a,expandas_a,avg_10hst_a,avg_3hst_a,expandhst_a,avg_10ast_a,avg_3ast_a,expandast_a,avg_10hf_a,avg_3hf_a,expandhf_a,avg_10af_a,avg_3af_a,expandaf_a,avg_10hc_a,avg_3hc_a,expandhc_a,avg_10ac_a,avg_3ac_a,expandac_a,FTR,avg3_goals_compare,avg3_away_goals_compare,avg3_home_goals_compare
1117,2012-03-11 00:00:00,Man United,West Brom,2.3,2.3333333333333335,1.5527272727272727,1.2,0.3333333333333333,1.0872727272727272,0.7,0.6666666666666666,0.6763636363636364,0.2,0.0,0.48363636363636364,17.3,13.666666666666666,14.374545454545455,10.7,9.333333333333334,10.789090909090909,10.1,7.333333333333333,7.927272727272728,5.9,4.666666666666667,5.9818181818181815,9.5,8.666666666666666,10.33090909090909,10.6,10.666666666666666,10.567272727272726,9.3,8.0,6.494545454545454,2.7,2.6666666666666665,4.872727272727273,1.4,1.0,1.689255082638364,1.8,2.6666666666666665,1.1419359550253432,0.8,0.3333333333333333,0.8722505972633332,0.7,0.6666666666666666,0.4921655095869959,13.2,11.0,15.418031046749855,13.0,18.666666666666668,10.438484213357125,7.4,5.666666666666667,8.749405830892865,7.1,11.0,5.795001869662078,8.0,7.333333333333333,10.03188275571305,10.4,9.333333333333334,10.093672917194498,6.9,8.333333333333334,7.1711813518424945,4.9,5.333333333333333,4.84838012379514,1.0,1.3333333333333335,2.333333333333333,2.0
1118,2012-03-26 00:00:00,Man United,Fulham,2.3,2.0,1.5369127516778522,1.2,0.3333333333333333,1.1442953020134228,0.8,0.6666666666666666,0.674496644295302,0.2,0.0,0.5134228187919463,17.6,14.0,14.231543624161073,10.0,7.666666666666667,11.023489932885907,10.1,7.333333333333333,7.936241610738255,5.6,4.0,6.167785234899329,9.1,8.0,10.322147651006711,11.3,12.666666666666666,10.51006711409396,9.1,7.0,6.419463087248322,2.9,3.3333333333333335,4.959731543624161,1.2,1.3333333333333333,1.6543624161073827,0.7,0.3333333333333333,1.2718120805369129,0.3,0.6666666666666666,0.7416107382550335,0.3,0.3333333333333333,0.5604026845637584,17.6,17.333333333333332,14.771812080536913,10.2,7.666666666666667,11.486577181208053,9.8,8.666666666666666,8.278523489932885,5.8,4.0,6.580536912751678,10.9,11.333333333333334,9.993288590604028,9.9,10.0,10.201342281879194,6.7,6.666666666666667,6.634228187919463,4.6,5.0,4.916107382550336,1.0,0.6666666666666667,0.0,1.6666666666666667
1119,2012-04-08 00:00:00,Man United,QPR,2.3,1.6666666666666667,1.5314465408805031,0.6,0.3333333333333333,1.1666666666666667,0.9,0.6666666666666666,0.6729559748427673,0.1,0.0,0.5157232704402516,18.3,16.666666666666668,14.122641509433961,8.6,6.666666666666667,11.226415094339623,10.9,10.333333333333334,7.8584905660377355,4.8,4.333333333333333,6.289308176100629,9.3,10.666666666666666,10.286163522012579,10.8,10.0,10.342767295597485,9.1,6.333333333333333,6.317610062893082,2.6,3.0,4.977987421383648,1.8,2.6666666666666665,1.689255082638364,1.1,1.3333333333333333,1.1419359550253432,1.0,1.6666666666666667,0.8722505972633332,0.4,0.0,0.4921655095869959,14.1,11.0,15.418031046749855,11.6,17.333333333333332,10.438484213357125,8.0,6.666666666666667,8.749405830892865,6.6,10.0,5.795001869662078,10.7,11.666666666666666,10.03188275571305,10.0,10.666666666666666,10.093672917194498,8.1,6.666666666666667,7.1711813518424945,4.8,4.666666666666667,4.84838012379514,1.0,0.9999999999999998,1.0,1.3333333333333335
1120,2012-04-15 00:00:00,Man United,Aston Villa,2.4,1.6666666666666667,1.5255255255255256,0.6,0.0,1.2012012012012012,0.9,1.0,0.6726726726726727,0.1,0.0,0.5345345345345346,19.2,21.0,14.15915915915916,8.6,6.666666666666667,11.336336336336336,11.4,13.0,7.894894894894895,5.2,4.666666666666667,6.414414414414415,10.0,11.666666666666666,10.23123123123123,10.4,9.666666666666666,10.345345345345345,9.6,8.666666666666666,6.276276276276277,2.9,3.6666666666666665,5.042042042042042,1.1,1.6666666666666667,1.689255082638364,1.1,0.6666666666666666,1.1419359550253432,0.6,0.6666666666666666,0.8722505972633332,0.7,0.6666666666666666,0.4921655095869959,14.5,18.666666666666668,15.418031046749855,10.7,8.333333333333334,10.438484213357125,7.0,8.666666666666666,8.749405830892865,6.1,5.666666666666667,5.795001869662078,8.3,6.333333333333333,10.03188275571305,10.1,9.0,10.093672917194498,8.6,10.0,7.1711813518424945,5.5,5.333333333333333,4.84838012379514,1.0,0.0,0.6666666666666666,1.6666666666666667
1122,2012-05-06 00:00:00,Man United,Swansea,2.7,3.3333333333333335,1.4642873311780114,0.8,1.3333333333333333,1.3988757100556608,1.0,1.3333333333333333,0.6399605883574047,0.2,0.3333333333333333,0.5976881322372811,19.1,22.666666666666668,14.495017951731057,9.4,12.0,11.9030494396166,11.0,13.666666666666666,8.082545250884314,5.2,7.0,6.5514162007296735,9.8,10.0,10.795060387274166,9.9,9.333333333333334,10.494698568062969,9.3,9.0,6.289113924306129,3.0,3.6666666666666665,5.285733022714119,1.3,2.3333333333333335,1.689255082638364,1.1,0.6666666666666666,1.1419359550253432,0.6,1.0,0.8722505972633332,0.4,0.3333333333333333,0.4921655095869959,12.3,12.666666666666666,15.418031046749855,11.1,13.333333333333334,10.438484213357125,6.5,7.666666666666667,8.749405830892865,6.6,8.333333333333334,5.795001869662078,11.4,13.0,10.03188275571305,8.1,9.666666666666666,10.093672917194498,7.6,7.0,7.1711813518424945,4.9,8.666666666666666,4.84838012379514,1.0,1.0,0.6666666666666666,2.0
1123,2011-08-28 00:00:00,Tottenham,Man City,1.5577777777777773,1.5958333333333332,1.4814814814814814,1.2299999999999993,1.222916666666666,1.5555555555555556,0.6477777777777779,0.6729166666666667,0.6296296296296297,0.5205555555555554,0.5239583333333337,0.6666666666666666,14.503888888888893,14.485416666666676,14.518518518518519,11.294444444444443,11.306249999999997,13.25925925925926,8.130555555555564,8.144791666666674,8.74074074074074,6.45,6.454166666666668,7.2592592592592595,9.762222222222219,9.989583333333332,10.962962962962964,10.22333333333333,10.281249999999993,10.296296296296296,6.575555555555551,6.516666666666671,5.703703703703703,4.856111111111111,4.876041666666668,5.851851851851852,1.5655555555555547,1.6062500000000004,1.8888888888888888,1.2288888888888894,1.228125,1.0740740740740742,0.6505555555555552,0.6760416666666662,1.1481481481481481,0.5200000000000004,0.525,0.4444444444444444,14.540555555555558,14.485416666666671,15.814814814814815,11.304444444444442,11.315624999999986,9.11111111111111,8.152777777777777,8.148958333333322,9.555555555555555,6.4566666666666634,6.4635416666666625,4.888888888888889,9.758888888888892,9.982291666666669,9.88888888888889,10.226111111111114,10.298958333333335,10.296296296296296,6.579444444444443,6.503125000000004,6.777777777777778,4.862222222222223,4.871875,4.481481481481482,2.0,0.010416666666667185,0.0052083333333339255,0.37291666666666723
1124,2011-09-18 00:00:00,Tottenham,Liverpool,1.5577777777777773,1.5958333333333332,1.5833333333333333,1.2299999999999993,1.222916666666666,1.3958333333333333,0.6477777777777779,0.6729166666666667,0.6666666666666666,0.5205555555555554,0.5239583333333337,0.6041666666666666,14.503888888888893,14.485416666666676,15.395833333333334,11.294444444444443,11.306249999999997,12.1875,8.130555555555564,8.144791666666674,9.020833333333334,6.45,6.454166666666668,6.604166666666667,9.762222222222219,9.989583333333332,10.104166666666666,10.22333333333333,10.281249999999993,10.125,6.575555555555551,6.516666666666671,6.4375,4.856111111111111,4.876041666666668,5.208333333333333,1.5655555555555547,1.6062500000000004,1.6458333333333333,1.2288888888888894,1.228125,1.0625,0.6505555555555552,0.6760416666666662,0.9375,0.5200000000000004,0.525,0.4166666666666667,14.540555555555558,14.485416666666671,15.875,11.304444444444442,11.315624999999986,10.020833333333334,8.152777777777777,8.148958333333322,9.083333333333334,6.4566666666666634,6.4635416666666625,5.5625,9.758888888888892,9.982291666666669,9.416666666666666,10.226111111111114,10.298958333333335,10.4375,6.579444444444443,6.503125000000004,7.4375,4.862222222222223,4.871875,4.5625,1.0,0.010416666666667185,0.0052083333333339255,0.37291666666666723
1125,2011-10-02 00:00:00,Tottenham,Arsenal,1.5577777777777773,1.5958333333333332,1.5,1.2299999999999993,1.222916666666666,1.2647058823529411,0.6477777777777779,0.6729166666666667,0.6470588235294118,0.5205555555555554,0.5239583333333337,0.5735294117647058,14.503888888888893,14.485416666666676,15.323529411764707,11.294444444444443,11.306249999999997,11.367647058823529,8.130555555555564,8.144791666666674,8.573529411764707,6.45,6.454166666666668,6.235294117647059,9.762222222222219,9.989583333333332,10.0,10.22333333333333,10.281249999999993,10.426470588235293,6.575555555555551,6.516666666666671,6.588235294117647,4.856111111111111,4.876041666666668,4.514705882352941,1.5655555555555547,4.0,1.689255082638364,1.2288888888888894,1.6666666666666667,1.1419359550253432,0.6505555555555552,1.3333333333333333,0.8722505972633332,0.5200000000000004,1.0,0.4921655095869959,14.540555555555558,13.666666666666666,15.418031046749855,11.304444444444442,17.333333333333332,10.438484213357125,8.152777777777777,7.0,8.749405830892865,6.4566666666666634,11.0,5.795001869662078,9.758888888888892,10.666666666666666,10.03188275571305,10.226111111111114,9.0,10.093672917194498,6.579444444444443,2.3333333333333335,7.1711813518424945,4.862222222222223,7.666666666666667,4.84838012379514,1.0,2.404166666666667,0.44375000000000075,0.37291666666666723
1126,2011-10-30 00:00:00,Tottenham,QPR,1.5577777777777773,2.3333333333333335,1.4639175257731958,1.2299999999999993,2.0,1.2164948453608246,0.6477777777777779,0.6666666666666666,0.6701030927835051,0.5205555555555554,0.6666666666666666,0.5257731958762887,14.503888888888893,18.333333333333332,15.051546391752577,11.294444444444443,13.333333333333334,11.587628865979381,8.130555555555564,11.333333333333334,8.309278350515465,6.45,7.0,6.360824742268041,9.762222222222219,10.666666666666666,10.103092783505154,10.22333333333333,8.666666666666666,10.896907216494846,6.575555555555551,7.666666666666667,6.278350515463917,4.856111111111111,4.333333333333333,4.927835051546392,1.5655555555555547,2.6666666666666665,1.7525773195876289,1.2288888888888894,1.0,1.2061855670103092,0.6505555555555552,1.3333333333333333,0.7938144329896907,0.5200000000000004,0.6666666666666666,0.5360824742268041,14.540555555555558,15.0,15.412371134020619,11.304444444444442,17.666666666666668,10.783505154639176,8.152777777777777,9.666666666666666,8.649484536082474,6.4566666666666634,10.333333333333334,6.164948453608248,9.758888888888892,12.666666666666666,9.556701030927835,10.226111111111114,9.333333333333334,10.360824742268042,6.579444444444443,5.333333333333333,7.22680412371134,4.862222222222223,6.333333333333333,4.804123711340206,1.0,0.33333333333333304,1.0,0.3333333333333335
1127,2011-11-21 00:00:00,Tottenham,Aston Villa,1.5577777777777773,3.0,1.3983050847457628,1.2299999999999993,0.6666666666666666,1.228813559322034,0.6477777777777779,1.3333333333333333,0.635593220338983,0.5205555555555554,0.0,0.5423728813559322,14.503888888888893,20.666666666666668,14.542372881355933,11.294444444444443,10.0,11.533898305084746,8.130555555555564,12.333333333333334,8.05084745762712,6.45,5.666666666666667,6.338983050847458,9.762222222222219,11.0,10.5,10.22333333333333,10.333333333333334,10.838983050847459,6.575555555555551,5.666666666666667,6.338983050847458,4.856111111111111,5.333333333333333,4.940677966101695,1.5655555555555547,2.3333333333333335,1.689255082638364,1.2288888888888894,1.3333333333333333,1.1419359550253432,0.6505555555555552,0.6666666666666666,0.8722505972633332,0.5200000000000004,0.3333333333333333,0.4921655095869959,14.540555555555558,15.0,15.418031046749855,11.304444444444442,8.666666666666666,10.438484213357125,8.152777777777777,9.0,8.749405830892865,6.4566666666666634,5.0,5.795001869662078,9.758888888888892,10.333333333333334,10.03188275571305,10.226111111111114,12.666666666666666,10.093672917194498,6.579444444444443,7.0,7.1711813518424945,4.862222222222223,5.0,4.84838012379514,1.0,0.6666666666666665,0.6666666666666666,2.3333333333333335
1128,2011-12-03 00:00:00,Tottenham,Bolton,1.5577777777777773,2.3333333333333335,1.3955223880597014,1.2299999999999993,0.6666666666666666,1.2388059701492538,0.6477777777777779,1.6666666666666667,0.6343283582089553,0.5205555555555554,0.0,0.5671641791044776,14.503888888888893,19.333333333333332,14.067164179104477,11.294444444444443,10.0,11.552238805970148,8.130555555555564,10.0,7.7164179104477615,6.45,5.333333333333333,6.373134328358209,9.762222222222219,9.0,10.567164179104477,10.22333333333333,9.0,10.671641791044776,6.575555555555551,8.0,6.268656716417911,4.856111111111111,6.0,5.022388059701493,1.5655555555555547,2.0,1.689255082638364,1.2288888888888894,1.6666666666666667,1.1419359550253432,0.6505555555555552,0.6666666666666666,0.8722505972633332,0.5200000000000004,1.0,0.4921655095869959,14.540555555555558,16.333333333333332,15.418031046749855,11.304444444444442,10.0,10.438484213357125,8.152777777777777,10.0,8.749405830892865,6.4566666666666634,6.666666666666667,5.795001869662078,9.758888888888892,12.333333333333334,10.03188275571305,10.226111111111114,13.333333333333334,10.093672917194498,6.579444444444443,7.333333333333333,7.1711813518424945,4.862222222222223,3.6666666666666665,4.84838012379514,1.0,0.3333333333333335,1.0,1.666666666666667
1129,2011-12-18 00:00:00,Tottenham,Sunderland,1.5577777777777773,2.6666666666666665,1.4303797468354431,1.2299999999999993,0.3333333333333333,1.1962025316455696,0.6477777777777779,1.6666666666666667,0.6265822784810127,0.5205555555555554,0.0,0.5506329113924051,14.503888888888893,22.333333333333332,14.158227848101266,11.294444444444443,10.0,11.582278481012658,8.130555555555564,12.666666666666666,7.8164556962025316,6.45,6.0,6.379746835443038,9.762222222222219,8.666666666666666,10.468354430379748,10.22333333333333,8.0,10.462025316455696,6.575555555555551,7.333333333333333,6.310126582278481,4.856111111111111,5.666666666666667,5.012658227848101,1.5655555555555547,1.0,1.689255082638364,1.2288888888888894,1.0,1.1419359550253432,0.6505555555555552,0.3333333333333333,0.8722505972633332,0.5200000000000004,0.0,0.4921655095869959,14.540555555555558,15.0,15.418031046749855,11.304444444444442,15.0,10.438484213357125,8.152777777777777,9.0,8.749405830892865,6.4566666666666634,8.333333333333334,5.795001869662078,9.758888888888892,10.333333333333334,10.03188275571305,10.226111111111114,13.333333333333334,10.093672917194498,6.579444444444443,5.333333333333333,7.1711813518424945,4.862222222222223,5.333333333333333,4.84838012379514,1.0,1.6666666666666665,0.6666666666666667,2.333333333333333
1131,2012-01-03 00:00:00,Tottenham,West Brom,1.5577777777777773,1.6666666666666667,1.5794871794871794,1.2299999999999993,0.3333333333333333,1.123076923076923,0.6477777777777779,0.6666666666666666,0.6820512820512821,0.5205555555555554,0.3333333333333333,0.5230769230769231,14.503888888888893,19.0,14.62051282051282,11.294444444444443,13.666666666666666,10.923076923076923,8.130555555555564,12.666666666666666,8.169230769230769,6.45,7.666666666666667,6.046153846153846,9.762222222222219,10.0,10.338461538461539,10.22333333333333,7.0,10.430769230769231,6.575555555555551,6.666666666666667,6.666666666666667,4.856111111111111,3.3333333333333335,4.8820512820512825,1.5655555555555547,1.3333333333333333,1.5692307692307692,1.2288888888888894,2.0,1.2666666666666666,0.6505555555555552,0.6666666666666666,0.6871794871794872,0.5200000000000004,0.6666666666666666,0.5743589743589743,14.540555555555558,17.333333333333332,14.471794871794872,11.304444444444442,14.0,11.605128205128205,8.152777777777777,9.666666666666666,8.148717948717948,6.4566666666666634,8.0,6.6923076923076925,9.758888888888892,7.666666666666667,9.846153846153847,10.226111111111114,9.666666666666666,10.082051282051282,6.579444444444443,5.333333333333333,6.538461538461538,4.862222222222223,4.333333333333333,5.246153846153846,1.0,0.3333333333333335,1.6666666666666667,1.3333333333333335
1132,2012-01-11 00:00:00,Tottenham,Everton,1.5577777777777773,1.0,1.5678391959798994,1.2299999999999993,0.3333333333333333,1.135678391959799,0.6477777777777779,0.3333333333333333,0.6733668341708543,0.5205555555555554,0.3333333333333333,0.5376884422110553,14.503888888888893,17.333333333333332,14.552763819095478,11.294444444444443,12.0,10.93969849246231,8.130555555555564,12.0,8.110552763819095,6.45,5.333333333333333,6.075376884422111,9.762222222222219,7.666666666666667,10.28140703517588,10.22333333333333,10.0,10.4321608040201,6.575555555555551,9.0,6.64321608040201,4.856111111111111,3.6666666666666665,4.964824120603015,1.5655555555555547,0.6666666666666666,1.5829145728643217,1.2288888888888894,0.6666666666666666,1.271356783919598,0.6505555555555552,0.3333333333333333,0.6884422110552764,0.5200000000000004,0.0,0.5778894472361809,14.540555555555558,11.333333333333334,14.577889447236181,11.304444444444442,9.666666666666666,11.522613065326633,8.152777777777777,5.666666666666667,8.190954773869347,6.4566666666666634,4.0,6.648241206030151,9.758888888888892,7.666666666666667,9.849246231155778,10.226111111111114,12.0,10.080402010050252,6.579444444444443,4.666666666666667,6.542713567839196,4.862222222222223,5.666666666666667,5.1959798994974875,1.0,0.33333333333333337,0.3333333333333333,0.6666666666666667
1134,2012-01-31 00:00:00,Tottenham,Wigan,2.0,1.3333333333333333,1.5784753363228698,0.4,0.3333333333333333,1.1614349775784754,0.9,0.3333333333333333,0.6771300448430493,0.2,0.3333333333333333,0.5201793721973094,19.5,18.666666666666668,14.659192825112108,10.0,8.0,10.780269058295964,11.5,10.333333333333334,8.116591928251122,5.0,3.0,6.0,8.1,4.666666666666667,10.336322869955158,9.8,13.666666666666666,10.506726457399104,7.6,9.333333333333334,6.73542600896861,4.1,4.0,4.901345291479821,2.4,3.3333333333333335,1.6188340807174888,0.9,1.0,1.2645739910313902,1.0,1.3333333333333333,0.7219730941704036,0.5,0.3333333333333333,0.5695067264573991,15.7,15.0,14.654708520179373,9.9,9.333333333333334,11.408071748878923,9.1,6.666666666666667,8.165919282511211,5.3,5.0,6.569506726457399,10.7,12.0,9.67713004484305,10.8,10.0,10.080717488789238,7.0,8.333333333333334,6.614349775784754,4.3,2.6666666666666665,5.0941704035874436,1.0,2.0,0.6666666666666667,1.0
1135,2012-02-11 00:00:00,Tottenham,Newcastle,1.9,2.0,1.5789473684210527,0.5,0.6666666666666666,1.1295546558704452,1.0,1.0,0.6842105263157895,0.2,0.3333333333333333,0.5020242914979757,19.1,18.666666666666668,14.68421052631579,10.5,8.666666666666666,10.704453441295547,11.2,10.0,8.097165991902834,5.4,4.333333333333333,5.951417004048583,7.8,6.0,10.461538461538462,9.6,11.333333333333334,10.497975708502024,7.7,6.333333333333333,6.611336032388664,4.0,1.6666666666666667,4.850202429149798,1.9,2.6666666666666665,1.689255082638364,1.7,1.6666666666666667,1.1419359550253432,0.5,0.3333333333333333,0.8722505972633332,0.8,1.0,0.4921655095869959,14.5,16.0,15.418031046749855,10.7,9.666666666666666,10.438484213357125,8.0,8.666666666666666,8.749405830892865,6.5,5.333333333333333,5.795001869662078,9.2,8.0,10.03188275571305,11.5,13.333333333333334,10.093672917194498,7.1,7.666666666666667,7.1711813518424945,3.8,2.6666666666666665,4.84838012379514,1.0,0.6666666666666665,1.0,1.3333333333333335
1136,2012-03-04 00:00:00,Tottenham,Man United,2.2,3.0,1.5522388059701493,0.4,0.6666666666666666,1.1044776119402986,1.3,2.0,0.6791044776119403,0.2,0.3333333333333333,0.4925373134328358,19.3,20.0,14.473880597014926,9.9,7.333333333333333,10.779850746268657,11.3,10.666666666666666,7.977611940298507,5.0,4.0,5.981343283582089,7.4,6.666666666666667,10.380597014925373,9.7,9.333333333333334,10.522388059701493,7.2,5.666666666666667,6.518656716417911,3.6,1.3333333333333333,4.854477611940299,0.9,1.6666666666666667,1.689255082638364,1.8,2.3333333333333335,1.1419359550253432,0.2,0.3333333333333333,0.8722505972633332,0.9,0.6666666666666666,0.4921655095869959,12.9,15.666666666666666,15.418031046749855,11.4,11.333333333333334,10.438484213357125,6.8,7.666666666666667,8.749405830892865,7.5,8.0,5.795001869662078,9.6,12.666666666666666,10.03188275571305,9.8,9.666666666666666,10.093672917194498,4.5,3.3333333333333335,7.1711813518424945,5.0,5.0,4.84838012379514,2.0,1.3333333333333333,1.666666666666667,2.3333333333333335
1138,2012-04-01 00:00:00,Tottenham,Swansea,1.9,2.3333333333333335,1.5276872964169381,0.7,1.3333333333333333,1.1596091205211727,0.9,1.3333333333333333,0.6775244299674267,0.3,0.3333333333333333,0.5146579804560261,19.3,20.0,14.156351791530945,9.6,7.0,11.120521172638437,11.8,12.0,7.8957654723127035,4.8,3.3333333333333335,6.241042345276873,7.6,8.333333333333334,10.335504885993485,9.8,9.666666666666666,10.45928338762215,7.7,8.0,6.403908794788274,2.9,2.3333333333333335,4.96742671009772,1.0,0.6666666666666666,1.689255082638364,1.1,1.6666666666666667,1.1419359550253432,0.5,0.6666666666666666,0.8722505972633332,0.4,0.6666666666666666,0.4921655095869959,13.4,12.333333333333334,15.418031046749855,9.3,11.0,10.438484213357125,6.7,7.0,8.749405830892865,4.9,7.0,5.795001869662078,11.1,12.0,10.03188275571305,8.1,7.0,10.093672917194498,7.8,7.333333333333333,7.1711813518424945,3.2,3.3333333333333335,4.84838012379514,1.0,1.666666666666667,0.3333333333333335,1.0000000000000002
1139,2012-04-09 00:00:00,Tottenham,Norwich,1.9,1.6666666666666667,1.5294117647058822,0.8,1.6666666666666667,1.1857585139318885,0.9,0.3333333333333333,0.6780185758513931,0.3,0.3333333333333333,0.5263157894736842,18.3,19.0,14.13312693498452,9.4,8.333333333333334,11.253869969040247,11.2,12.333333333333334,7.876160990712075,4.6,4.666666666666667,6.321981424148607,7.7,9.666666666666666,10.26625386996904,10.5,10.666666666666666,10.31578947368421,7.7,9.0,6.294117647058823,3.0,3.6666666666666665,4.984520123839009,1.9,1.3333333333333333,1.689255082638364,1.2,0.3333333333333333,1.1419359550253432,0.9,1.0,0.8722505972633332,0.4,0.0,0.4921655095869959,15.8,13.333333333333334,15.418031046749855,11.5,11.666666666666666,10.438484213357125,9.5,8.666666666666666,8.749405830892865,6.0,6.0,5.795001869662078,8.1,9.666666666666666,10.03188275571305,12.2,13.333333333333334,10.093672917194498,6.8,6.0,7.1711813518424945,4.8,4.666666666666667,4.84838012379514,2.0,0.3333333333333335,1.3333333333333335,0.0
1140,2012-04-29 00:00:00,Tottenham,Blackburn,1.9,1.6666666666666667,1.5480225988700564,1.0,1.3333333333333333,1.2429378531073447,1.0,0.6666666666666666,0.6779661016949152,0.4,0.3333333333333333,0.536723163841808,18.0,17.333333333333332,14.200564971751412,9.8,10.333333333333334,11.55367231638418,10.9,12.333333333333334,7.9491525423728815,4.8,5.0,6.556497175141243,8.3,11.0,10.158192090395481,10.9,11.333333333333334,10.313559322033898,8.1,10.0,6.389830508474576,3.3,3.6666666666666665,4.988700564971752,2.4,2.6666666666666665,1.689255082638364,1.0,0.3333333333333333,1.1419359550253432,1.0,1.6666666666666667,0.8722505972633332,0.5,0.0,0.4921655095869959,18.2,12.333333333333334,15.418031046749855,8.2,11.0,10.438484213357125,9.7,6.666666666666667,8.749405830892865,4.6,5.333333333333333,5.795001869662078,8.5,7.0,10.03188275571305,10.1,7.333333333333333,10.093672917194498,9.0,8.666666666666666,7.1711813518424945,3.2,3.6666666666666665,4.84838012379514,1.0,0.9999999999999998,1.0,0.3333333333333335
1141,2012-05-13 00:00:00,Tottenham,Fulham,2.0,2.0,1.4642873311780114,0.9,1.0,1.3988757100556608,1.0,1.0,0.6399605883574047,0.3,0.3333333333333333,0.5976881322372811,18.3,15.666666666666666,14.495017951731057,7.8,7.666666666666667,11.9030494396166,10.7,9.0,8.082545250884314,3.8,4.333333333333333,6.5514162007296735,7.4,9.333333333333334,10.795060387274166,11.5,12.666666666666666,10.494698568062969,8.0,7.666666666666667,6.289113924306129,3.0,3.6666666666666665,5.285733022714119,1.4,1.3333333333333333,1.689255082638364,0.8,1.3333333333333333,1.1419359550253432,0.7,1.0,0.8722505972633332,0.5,1.0,0.4921655095869959,17.0,14.0,15.418031046749855,8.9,8.0,10.438484213357125,9.6,6.333333333333333,8.749405830892865,5.2,5.666666666666667,5.795001869662078,11.9,11.666666666666666,10.03188275571305,8.9,8.0,10.093672917194498,5.3,4.333333333333333,7.1711813518424945,4.3,4.0,4.84838012379514,1.0,0.6666666666666667,0.33333333333333326,1.0
1142,2010-08-14 00:00:00,Aston Villa,West Ham,1.6011111111111114,1.6145833333333346,1.5145618079972405,1.1672222222222224,1.157291666666667,1.0078222499121183,0.7088888888888892,0.7260416666666673,0.7047924166733507,0.5122222222222224,0.5104166666666665,0.402357510766313,13.733888888888895,13.770833333333329,13.618391097556104,11.005,11.015625,11.581259413406125,7.5872222222222225,7.615625000000001,7.262555975606033,5.936666666666667,5.9114583333333295,6.255509212365997,10.814999999999996,10.982291666666665,11.519765304665697,11.540555555555557,11.49375,11.363850684714054,6.034444444444444,6.071875000000001,6.276892796102236,4.914999999999997,4.946875,5.824457513966277,1.5977777777777766,1.6197916666666674,1.697758038894084,1.1605555555555556,1.1552083333333338,1.0290468389941334,0.708888888888889,0.7260416666666669,0.8608355530729817,0.505,0.5125000000000004,0.481041005543217,13.7138888888889,13.780208333333325,14.455633255133753,11.023333333333328,11.011458333333334,10.87707640548857,7.577222222222222,7.622916666666663,8.047234592527104,5.939999999999999,5.909374999999995,5.571501309546624,10.826111111111107,10.97291666666667,10.996047947072046,11.515555555555556,11.502083333333335,11.37569836100509,6.009444444444445,6.072916666666665,6.756473817725039,4.938333333333334,4.943750000000001,4.646028714222723,1.0,0.005208333333332815,0.002083333333333215,0.45729166666666754
1143,2010-08-29 00:00:00,Aston Villa,Everton,1.6011111111111114,1.6145833333333346,3.0,1.1672222222222224,1.157291666666667,0.0,0.7088888888888892,0.7260416666666673,2.0,0.5122222222222224,0.5104166666666665,0.0,13.733888888888895,13.770833333333329,23.0,11.005,11.015625,12.0,7.5872222222222225,7.615625000000001,11.0,5.936666666666667,5.9114583333333295,2.0,10.814999999999996,10.982291666666665,15.0,11.540555555555557,11.49375,15.0,6.034444444444444,6.071875000000001,16.0,4.914999999999997,4.946875,7.0,1.5977777777777766,1.6197916666666674,1.697758038894084,1.1605555555555556,1.1552083333333338,1.0290468389941334,0.708888888888889,0.7260416666666669,0.8608355530729817,0.505,0.5125000000000004,0.481041005543217,13.7138888888889,13.780208333333325,14.455633255133753,11.023333333333328,11.011458333333334,10.87707640548857,7.577222222222222,7.622916666666663,8.047234592527104,5.939999999999999,5.909374999999995,5.571501309546624,10.826111111111107,10.97291666666667,10.996047947072046,11.515555555555556,11.502083333333335,11.37569836100509,6.009444444444445,6.072916666666665,6.756473817725039,4.938333333333334,4.943750000000001,4.646028714222723,1.0,0.005208333333332815,0.002083333333333215,0.45729166666666754
